ProductID,WarehouseID,SnapshotDate,OpeningStock,UnitsReceived,UnitsSold,UnitsReturned,ClosingStock,ReorderLevel
3,2,2025-12-31,47,43,90,11,11,141
3,3,2025-10-31,454,37,369,25,147,46
3,3,2025-11-30,60,217,142,13,148,63
3,3,2025-12-31,789,351,133,18,1025,44
3,4,2025-10-31,333,376,12,1,698,64
3,4,2025-11-30,249,200,101,7,355,79
3,4,2025-12-31,352,371,173,14,564,104
3,5,2025-10-31,307,387,428,40,306,59
3,5,2025-11-30,143,412,381,34,208,71
3,5,2025-12-31,123,126,53,5,201,45
3,6,2025-10-31,308,239,547,40,40,55
3,6,2025-11-30,140,117,257,24,24,54
3,6,2025-12-31,109,160,156,11,124,81
3,7,2025-10-31,744,417,360,25,826,174
3,7,2025-11-30,179,277,159,15,312,177
3,7,2025-12-31,598,472,250,25,845,46
3,8,2025-10-31,388,452,794,66,112,45
3,8,2025-11-30,626,128,62,5,697,56
3,8,2025-12-31,581,298,316,30,593,159
3,9,2025-10-31,234,268,377,23,148,31
3,9,2025-11-30,750,307,188,15,884,121
3,9,2025-12-31,144,437,143,17,455,99
3,10,2025-10-31,329,404,326,18,425,139
3,10,2025-11-30,498,390,133,8,763,57
3,10,2025-12-31,568,229,39,4,762,136
3,11,2025-10-31,651,26,332,26,371,124
3,11,2025-11-30,442,25,48,5,424,133
3,11,2025-12-31,256,31,287,19,19,91
3,12,2025-10-31,454,275,231,21,519,162
3,12,2025-11-30,612,489,457,34,678,140
3,12,2025-12-31,126,222,313,25,60,36
3,13,2025-10-31,453,83,348,25,213,60
3,13,2025-11-30,646,243,406,21,504,45
3,13,2025-12-31,312,144,270,22,208,151
3,14,2025-10-31,382,149,312,25,244,179
3,14,2025-11-30,472,140,269,20,363,54
3,14,2025-12-31,376,460,216,11,631,164
3,15,2025-10-31,713,256,90,7,886,156
3,15,2025-11-30,706,222,928,90,90,141
3,15,2025-12-31,479,234,12,2,703,71
4,1,2025-10-31,334,489,140,14,697,62
4,1,2025-11-30,257,67,144,17,197,73
4,1,2025-12-31,303,362,543,48,170,118
4,2,2025-10-31,547,482,353,26,702,89
4,2,2025-11-30,772,319,129,10,972,80
4,2,2025-12-31,717,445,103,14,1073,126
4,3,2025-10-31,261,252,349,32,196,123
4,3,2025-11-30,387,395,211,22,593,61
4,3,2025-12-31,143,170,18,2,297,160
4,4,2025-10-31,76,467,452,34,125,150
4,4,2025-11-30,674,494,303,26,891,126
4,4,2025-12-31,139,308,50,2,399,71
4,5,2025-10-31,552,253,218,15,602,54
4,5,2025-11-30,126,68,61,2,135,102
4,5,2025-12-31,689,54,195,11,559,147
4,6,2025-10-31,80,140,87,7,140,178
4,6,2025-11-30,664,422,92,2,996,70
4,6,2025-12-31,593,378,137,10,844,98
4,7,2025-10-31,300,79,268,24,135,172
4,7,2025-11-30,683,443,231,13,908,74
4,7,2025-12-31,253,28,77,6,210,84
4,8,2025-10-31,655,120,55,5,725,51
4,8,2025-11-30,241,127,107,8,269,101
4,8,2025-12-31,465,438,377,36,562,51
4,9,2025-10-31,668,64,183,11,560,143
4,9,2025-11-30,780,123,381,35,557,106
4,9,2025-12-31,264,450,57,2,659,58
4,10,2025-10-31,519,263,282,17,517,165
4,10,2025-11-30,491,232,245,22,500,96
4,10,2025-12-31,565,133,139,13,572,40
4,11,2025-10-31,124,449,120,13,466,42
4,11,2025-11-30,192,308,303,24,221,31
4,11,2025-12-31,224,213,190,14,261,172
4,12,2025-10-31,553,66,619,54,54,103
4,12,2025-11-30,548,307,153,15,717,67
4,12,2025-12-31,562,65,258,18,387,97
4,13,2025-10-31,408,293,671,68,98,165
4,13,2025-11-30,399,271,352,42,360,70
4,13,2025-12-31,73,97,170,11,11,81
4,14,2025-10-31,676,478,103,11,1062,157
4,14,2025-11-30,52,63,115,12,12,79
4,14,2025-12-31,253,348,241,20,380,155
4,15,2025-10-31,176,79,198,16,73,158
4,15,2025-11-30,312,118,110,6,326,123
4,15,2025-12-31,770,401,264,19,926,144
5,1,2025-10-31,461,68,125,11,415,147
5,1,2025-11-30,706,219,131,13,807,168
5,1,2025-12-31,529,251,86,2,696,40
5,2,2025-10-31,590,66,577,52,131,63
5,2,2025-11-30,784,71,375,21,501,44
5,2,2025-12-31,513,428,126,5,820,119
5,3,2025-10-31,26,39,65,8,8,82
5,3,2025-11-30,584,24,332,25,301,72
5,3,2025-12-31,27,31,55,6,9,109
5,4,2025-10-31,248,257,328,19,196,136
5,4,2025-11-30,526,165,397,39,333,69
5,4,2025-12-31,705,250,730,65,290,113
5,5,2025-10-31,566,31,71,6,532,96
5,5,2025-11-30,749,410,200,17,976,112
5,5,2025-12-31,189,328,183,14,348,149
5,6,2025-10-31,228,24,252,24,24,134
5,6,2025-11-30,327,453,212,12,580,168
5,6,2025-12-31,748,89,69,6,774,40
5,7,2025-10-31,294,498,45,2,749,179
5,7,2025-11-30,662,298,350,31,641,149
5,7,2025-12-31,226,47,239,25,59,118
5,8,2025-10-31,29,265,86,7,215,35
5,8,2025-11-30,765,264,347,40,722,75
5,8,2025-12-31,794,184,91,5,892,159
5,9,2025-10-31,792,78,377,33,526,101
5,9,2025-11-30,188,244,300,18,150,179
5,9,2025-12-31,291,158,449,36,36,170
5,10,2025-10-31,91,214,282,22,45,83
5,10,2025-11-30,265,351,123,12,505,107
5,10,2025-12-31,145,164,309,12,12,100
5,11,2025-10-31,318,355,208,16,481,145
5,11,2025-11-30,508,67,24,4,555,61
5,11,2025-12-31,528,8,108,10,438,121
5,12,2025-10-31,302,222,144,11,391,58
5,12,2025-11-30,549,453,67,3,938,174
5,12,2025-12-31,583,322,341,25,589,56
5,13,2025-10-31,410,479,202,18,705,158
5,13,2025-11-30,480,461,177,16,780,55
5,13,2025-12-31,101,435,378,26,184,107
5,14,2025-10-31,137,444,401,34,214,171
5,14,2025-11-30,687,35,100,12,634,69
5,14,2025-12-31,355,440,374,35,456,124
5,15,2025-10-31,449,73,168,13,367,129
5,15,2025-11-30,372,112,131,10,363,117
5,15,2025-12-31,660,13,119,13,567,59
6,1,2025-10-31,308,414,414,31,339,68
6,1,2025-11-30,279,266,134,11,422,37
6,1,2025-12-31,74,170,126,12,130,55
6,2,2025-10-31,338,101,230,22,231,138
6,2,2025-11-30,662,468,97,8,1041,94
6,2,2025-12-31,273,407,148,8,540,95
6,3,2025-10-31,256,404,389,33,304,148
6,3,2025-11-30,732,281,126,6,893,124
6,3,2025-12-31,141,132,273,13,13,64
6,4,2025-10-31,274,367,93,4,552,161
6,4,2025-11-30,477,484,62,12,911,166
6,4,2025-12-31,282,465,335,26,438,95
6,5,2025-10-31,632,418,287,24,787,40
6,5,2025-11-30,177,117,190,18,122,95
6,5,2025-12-31,213,183,396,34,34,36
6,6,2025-10-31,130,61,191,10,10,51
6,6,2025-11-30,450,446,181,13,728,121
6,6,2025-12-31,322,347,206,23,486,155
6,7,2025-10-31,626,365,714,51,328,116
6,7,2025-11-30,59,94,153,16,16,138
6,7,2025-12-31,539,406,150,16,811,54
6,8,2025-10-31,394,366,347,38,451,39
6,8,2025-11-30,495,468,24,0,939,111
6,8,2025-12-31,747,66,312,27,528,134
6,9,2025-10-31,376,486,195,17,684,72
6,9,2025-11-30,248,281,258,20,291,90
6,9,2025-12-31,518,253,161,13,623,120
6,10,2025-10-31,607,128,65,2,672,89
6,10,2025-11-30,654,33,79,8,616,89
6,10,2025-12-31,776,161,84,9,862,78
6,11,2025-10-31,233,54,287,33,33,94
6,11,2025-11-30,485,447,217,17,732,120
6,11,2025-12-31,790,193,105,9,887,92
6,12,2025-10-31,155,53,208,18,18,56
6,12,2025-11-30,303,230,533,47,47,124
6,12,2025-12-31,136,425,118,11,454,76
6,13,2025-10-31,325,153,190,13,301,124
6,13,2025-11-30,659,460,382,37,774,39
6,13,2025-12-31,403,347,247,21,524,104
6,14,2025-10-31,760,23,36,1,748,133
6,14,2025-11-30,391,314,68,2,639,93
6,14,2025-12-31,622,34,656,64,64,85
6,15,2025-10-31,27,198,155,16,86,51
6,15,2025-11-30,90,323,413,36,36,97
6,15,2025-12-31,793,413,104,8,1110,88
7,1,2025-10-31,372,299,73,4,602,58
7,1,2025-11-30,112,356,405,31,94,77
7,1,2025-12-31,183,366,331,24,242,37
7,2,2025-10-31,33,327,312,18,66,167
7,2,2025-11-30,519,65,66,4,522,164
7,2,2025-12-31,230,467,210,12,499,60
7,3,2025-10-31,143,272,301,24,138,164
7,3,2025-11-30,369,167,251,9,294,80
7,3,2025-12-31,735,116,212,22,661,66
7,4,2025-10-31,334,347,277,28,432,50
7,4,2025-11-30,325,344,434,35,270,60
7,4,2025-12-31,72,32,104,15,15,40
7,5,2025-10-31,251,49,262,21,59,32
7,5,2025-11-30,795,50,238,13,620,178
7,5,2025-12-31,359,315,131,12,555,93
7,6,2025-10-31,290,326,137,13,492,150
7,6,2025-11-30,654,327,97,9,893,47
7,6,2025-12-31,725,87,82,8,738,102
7,7,2025-10-31,148,99,247,25,25,117
7,7,2025-11-30,625,477,343,25,784,139
7,7,2025-12-31,670,60,53,2,679,75
7,8,2025-10-31,656,489,149,11,1007,177
7,8,2025-11-30,98,320,418,20,20,176
7,8,2025-12-31,725,80,69,1,737,45
7,9,2025-10-31,619,6,255,20,390,168
7,9,2025-11-30,248,423,470,32,233,33
7,9,2025-12-31,44,126,119,11,62,103
7,10,2025-10-31,110,44,123,9,40,169
7,10,2025-11-30,330,26,135,14,235,59
7,10,2025-12-31,138,254,102,8,298,99
7,11,2025-10-31,491,99,70,3,523,134
7,11,2025-11-30,778,106,395,29,518,32
7,11,2025-12-31,716,340,57,5,1004,35
7,12,2025-10-31,547,90,134,8,511,98
7,12,2025-11-30,683,135,271,25,572,159
7,12,2025-12-31,180,214,258,24,160,154
7,13,2025-10-31,536,116,408,36,280,50
7,13,2025-11-30,283,331,184,19,449,40
7,13,2025-12-31,153,378,55,4,480,179
7,14,2025-10-31,65,203,104,3,167,35
7,14,2025-11-30,499,412,284,22,649,92
7,14,2025-12-31,372,284,134,11,533,36
7,15,2025-10-31,611,301,192,15,735,104
7,15,2025-11-30,580,270,343,27,534,115
7,15,2025-12-31,294,484,354,25,449,98
8,1,2025-10-31,540,240,409,37,408,170
8,1,2025-11-30,245,131,167,14,223,47
8,1,2025-12-31,85,50,135,6,6,75
8,2,2025-10-31,111,339,450,32,32,113
8,2,2025-11-30,399,479,216,15,677,85
8,2,2025-12-31,485,308,315,25,503,69
8,3,2025-10-31,749,295,102,9,951,111
8,3,2025-11-30,548,326,301,26,599,122
8,3,2025-12-31,218,108,240,20,106,74
8,4,2025-10-31,494,119,354,28,287,129
8,4,2025-11-30,490,159,18,2,633,121
8,4,2025-12-31,370,211,365,30,246,36
8,5,2025-10-31,589,480,208,23,884,176
8,5,2025-11-30,620,185,237,15,583,74
8,5,2025-12-31,156,204,205,23,178,149
8,6,2025-10-31,339,319,378,25,305,51
8,6,2025-11-30,608,12,201,18,437,153
8,6,2025-12-31,367,498,364,27,528,174
8,7,2025-10-31,655,475,122,11,1019,39
8,7,2025-11-30,207,205,374,30,68,83
8,7,2025-12-31,269,70,156,20,203,93
8,8,2025-10-31,45,281,159,11,178,165
8,8,2025-11-30,732,53,306,24,503,159
8,8,2025-12-31,584,138,86,8,644,172
8,9,2025-10-31,139,47,186,11,11,174
8,9,2025-11-30,232,190,267,24,179,52
8,9,2025-12-31,429,166,152,13,456,140
8,10,2025-10-31,271,207,178,18,318,51
8,10,2025-11-30,575,107,35,4,651,118
8,10,2025-12-31,110,160,256,24,38,160
8,11,2025-10-31,437,365,275,16,543,47
8,11,2025-11-30,114,291,147,13,271,162
8,11,2025-12-31,524,92,312,29,333,54
8,12,2025-10-31,512,71,37,2,548,60
8,12,2025-11-30,465,340,181,19,643,102
8,12,2025-12-31,567,368,238,20,717,126
8,13,2025-10-31,34,175,188,5,26,159
8,13,2025-11-30,69,369,438,41,41,114
8,13,2025-12-31,386,9,260,14,149,178
8,14,2025-10-31,527,153,400,35,315,119
8,14,2025-11-30,796,272,457,42,653,176
8,14,2025-12-31,315,470,166,6,625,80
8,15,2025-10-31,474,109,99,7,491,177
8,15,2025-11-30,455,420,54,5,826,158
8,15,2025-12-31,515,136,69,9,591,167
9,1,2025-10-31,251,344,54,3,544,95
9,1,2025-11-30,714,485,481,40,758,117
9,1,2025-12-31,298,165,366,29,126,32
9,2,2025-10-31,105,132,85,7,159,173
9,2,2025-11-30,556,251,30,2,779,87
9,2,2025-12-31,443,118,252,22,331,86
9,3,2025-10-31,33,233,221,17,62,64
9,3,2025-11-30,180,216,219,17,194,127
9,3,2025-12-31,598,360,249,17,726,98
9,4,2025-10-31,574,424,106,7,899,115
9,4,2025-11-30,77,171,248,22,22,121
9,4,2025-12-31,529,79,195,15,428,102
9,5,2025-10-31,34,43,63,3,17,168
9,5,2025-11-30,32,470,316,33,219,114
9,5,2025-12-31,137,127,119,9,154,90
9,6,2025-10-31,229,28,176,12,93,43
9,6,2025-11-30,510,281,317,31,505,81
9,6,2025-12-31,233,164,308,27,116,115
9,7,2025-10-31,70,42,112,10,10,49
9,7,2025-11-30,447,387,142,16,708,51
9,7,2025-12-31,583,456,91,4,952,164
9,8,2025-10-31,63,192,189,9,75,164
9,8,2025-11-30,663,436,224,18,893,55
9,8,2025-12-31,697,9,156,13,563,164
9,9,2025-10-31,756,404,191,15,984,73
9,9,2025-11-30,98,174,272,20,20,48
9,9,2025-12-31,611,203,176,12,650,143
9,10,2025-10-31,258,156,126,9,297,50
9,10,2025-11-30,307,298,151,11,465,75
9,10,2025-12-31,239,137,139,13,250,123
9,11,2025-10-31,476,66,150,9,401,32
9,11,2025-11-30,24,111,135,10,10,72
9,11,2025-12-31,358,366,101,12,635,40
9,12,2025-10-31,80,440,147,7,380,33
9,12,2025-11-30,194,79,127,11,157,149
9,12,2025-12-31,415,347,308,24,478,144
9,13,2025-10-31,727,237,38,2,928,135
9,13,2025-11-30,639,396,100,8,943,157
9,13,2025-12-31,696,31,345,29,411,165
9,14,2025-10-31,365,255,78,8,550,79
9,14,2025-11-30,67,311,160,9,227,42
9,14,2025-12-31,525,41,537,50,79,164
9,15,2025-10-31,490,276,206,23,583,135
9,15,2025-11-30,582,203,304,27,508,86
9,15,2025-12-31,576,57,129,8,512,99
10,1,2025-10-31,412,36,448,31,31,137
10,1,2025-11-30,57,259,316,27,27,38
10,1,2025-12-31,71,333,404,31,31,77
10,2,2025-10-31,59,257,316,13,13,50
10,2,2025-11-30,209,389,431,42,209,79
10,2,2025-12-31,576,318,55,3,842,160
10,3,2025-10-31,258,227,485,44,44,59
10,3,2025-11-30,686,404,170,14,934,109
10,3,2025-12-31,145,435,73,4,511,31
10,4,2025-10-31,303,418,351,22,392,133
10,4,2025-11-30,772,206,206,14,786,134
10,4,2025-12-31,776,409,112,6,1079,171
10,5,2025-10-31,363,188,161,12,402,85
10,5,2025-11-30,75,380,165,14,304,44
10,5,2025-12-31,528,56,584,50,50,138
10,6,2025-10-31,658,371,781,49,297,88
10,6,2025-11-30,717,106,235,18,606,166
10,6,2025-12-31,172,409,133,10,458,125
10,7,2025-10-31,726,186,155,13,770,124
10,7,2025-11-30,329,453,64,2,720,61
10,7,2025-12-31,113,115,228,22,22,63
10,8,2025-10-31,335,496,280,26,577,68
10,8,2025-11-30,755,327,219,21,884,147
10,8,2025-12-31,530,160,368,32,354,49
10,9,2025-10-31,150,198,348,24,24,132
10,9,2025-11-30,748,6,117,10,647,140
10,9,2025-12-31,758,421,45,2,1136,93
10,10,2025-10-31,33,282,208,15,122,174
10,10,2025-11-30,518,344,98,9,773,174
10,10,2025-12-31,341,175,516,40,40,170
10,11,2025-10-31,509,387,203,19,712,66
10,11,2025-11-30,531,363,259,18,653,155
10,11,2025-12-31,278,409,261,27,453,75
10,12,2025-10-31,42,430,472,38,38,73
10,12,2025-11-30,408,390,54,5,749,145
10,12,2025-12-31,398,367,38,4,731,86
10,13,2025-10-31,792,279,217,27,881,49
10,13,2025-11-30,694,128,291,25,556,41
10,13,2025-12-31,492,177,432,33,270,114
10,14,2025-10-31,635,95,148,7,589,38
10,14,2025-11-30,749,492,85,5,1161,86
10,14,2025-12-31,207,192,181,12,230,57
10,15,2025-10-31,452,389,303,20,558,101
10,15,2025-11-30,555,85,244,26,422,31
10,15,2025-12-31,474,99,69,4,508,125
11,1,2025-10-31,276,154,129,8,309,45
11,1,2025-11-30,310,419,212,16,533,146
11,1,2025-12-31,46,415,84,10,387,125
11,2,2025-10-31,205,330,290,18,263,141
11,2,2025-11-30,270,461,319,21,433,106
11,2,2025-12-31,397,161,216,15,357,88
11,3,2025-10-31,783,395,122,4,1060,144
11,3,2025-11-30,425,178,65,4,542,54
11,3,2025-12-31,556,490,472,24,598,123
11,4,2025-10-31,235,253,488,40,40,113
11,4,2025-11-30,421,346,314,23,476,68
11,4,2025-12-31,766,491,131,11,1137,167
11,5,2025-10-31,189,309,234,17,281,74
11,5,2025-11-30,428,356,340,25,469,150
11,5,2025-12-31,665,392,70,3,990,156
11,6,2025-10-31,314,377,438,44,297,93
11,6,2025-11-30,463,79,189,12,365,160
11,6,2025-12-31,650,175,298,27,554,152
11,7,2025-10-31,650,212,368,30,524,78
11,7,2025-11-30,366,335,322,23,402,57
11,7,2025-12-31,588,206,495,37,336,80
11,8,2025-10-31,466,481,335,25,637,136
11,8,2025-11-30,201,256,91,6,372,68
11,8,2025-12-31,555,427,567,43,458,57
11,9,2025-10-31,183,98,263,25,43,162
11,9,2025-11-30,276,150,200,14,240,57
11,9,2025-12-31,710,329,367,30,702,42
11,10,2025-10-31,586,300,153,19,752,57
11,10,2025-11-30,115,65,180,21,21,172
11,10,2025-12-31,537,126,333,21,351,115
11,11,2025-10-31,508,310,118,12,712,36
11,11,2025-11-30,465,473,128,13,823,129
11,11,2025-12-31,751,105,262,21,615,74
11,12,2025-10-31,104,373,38,5,444,164
11,12,2025-11-30,521,481,133,17,886,136
11,12,2025-12-31,27,182,209,20,20,117
11,13,2025-10-31,704,12,228,16,504,177
11,13,2025-11-30,611,439,147,16,919,152
11,13,2025-12-31,111,167,278,30,30,175
11,14,2025-10-31,732,451,214,17,986,169
11,14,2025-11-30,718,328,159,13,900,119
11,14,2025-12-31,233,368,224,16,393,59
11,15,2025-10-31,374,476,218,11,643,84
11,15,2025-11-30,323,3,205,19,140,82
11,15,2025-12-31,191,381,111,10,471,153
12,1,2025-10-31,456,243,281,21,439,87
12,1,2025-11-30,721,379,85,4,1019,101
12,1,2025-12-31,582,265,92,5,760,123
12,2,2025-10-31,353,48,140,13,274,53
12,2,2025-11-30,721,131,140,12,724,38
12,2,2025-12-31,114,257,15,3,359,130
12,3,2025-10-31,726,450,376,28,828,107
12,3,2025-11-30,169,351,421,25,124,65
12,3,2025-12-31,292,111,55,3,351,71
12,4,2025-10-31,247,103,98,8,260,108
12,4,2025-11-30,221,326,65,4,486,66
12,4,2025-12-31,88,416,115,11,400,55
12,5,2025-10-31,405,41,446,33,33,144
12,5,2025-11-30,573,371,81,4,867,123
12,5,2025-12-31,432,294,124,9,611,143
12,6,2025-10-31,555,376,259,26,698,129
12,6,2025-11-30,358,59,255,19,181,106
12,6,2025-12-31,573,88,94,8,575,67
12,7,2025-10-31,783,298,700,46,427,176
12,7,2025-11-30,605,157,297,25,490,122
12,7,2025-12-31,727,499,354,26,898,86
12,8,2025-10-31,264,427,319,29,401,99
12,8,2025-11-30,647,145,392,37,437,119
12,8,2025-12-31,534,273,549,36,294,35
12,9,2025-10-31,187,102,105,7,191,39
12,9,2025-11-30,740,406,226,10,930,143
12,9,2025-12-31,363,180,71,4,476,118
12,10,2025-10-31,496,341,57,6,786,120
12,10,2025-11-30,255,271,207,18,337,126
12,10,2025-12-31,777,355,245,25,912,68
12,11,2025-10-31,454,200,212,17,459,162
12,11,2025-11-30,185,461,212,17,451,134
12,11,2025-12-31,340,213,43,3,513,109
12,12,2025-10-31,409,486,448,33,480,143
12,12,2025-11-30,361,123,193,17,308,148
12,12,2025-12-31,454,452,99,8,815,82
12,13,2025-10-31,423,302,174,19,570,100
12,13,2025-11-30,587,497,498,38,624,106
12,13,2025-12-31,278,93,33,2,340,107
12,14,2025-10-31,458,433,204,24,711,117
12,14,2025-11-30,522,301,211,18,630,160
12,14,2025-12-31,714,275,93,1,897,70
12,15,2025-10-31,537,210,171,13,589,171
12,15,2025-11-30,78,88,166,16,16,80
12,15,2025-12-31,766,213,89,9,899,141
13,1,2025-10-31,78,8,86,6,6,57
13,1,2025-11-30,582,483,276,21,810,113
13,1,2025-12-31,107,203,310,21,21,75
13,2,2025-10-31,231,79,241,22,91,79
13,2,2025-11-30,439,439,110,11,779,76
13,2,2025-12-31,205,219,156,7,275,175
13,3,2025-10-31,152,277,222,17,224,175
13,3,2025-11-30,645,293,170,18,786,118
13,3,2025-12-31,34,306,114,4,230,131
13,4,2025-10-31,788,279,165,14,916,34
13,4,2025-11-30,564,167,267,20,484,115
13,4,2025-12-31,236,296,305,31,258,177
13,5,2025-10-31,157,491,304,27,371,48
13,5,2025-11-30,508,3,282,28,257,48
13,5,2025-12-31,90,39,129,9,9,158
13,6,2025-10-31,449,56,281,28,252,70
13,6,2025-11-30,367,170,253,23,307,166
13,6,2025-12-31,541,47,194,20,414,99
13,7,2025-10-31,247,300,190,18,375,175
13,7,2025-11-30,624,174,554,36,280,109
13,7,2025-12-31,259,67,44,2,284,141
13,8,2025-10-31,548,8,340,25,241,175
13,8,2025-11-30,684,221,32,2,875,99
13,8,2025-12-31,691,386,71,6,1012,115
13,9,2025-10-31,705,432,347,28,818,104
13,9,2025-11-30,290,326,197,22,441,52
13,9,2025-12-31,473,409,165,12,729,155
13,10,2025-10-31,787,307,268,25,851,144
13,10,2025-11-30,556,167,64,4,663,99
13,10,2025-12-31,499,46,264,22,303,174
13,11,2025-10-31,61,351,374,34,72,88
13,11,2025-11-30,369,53,185,16,253,86
13,11,2025-12-31,131,284,255,21,181,38
13,12,2025-10-31,406,122,123,10,415,68
13,12,2025-11-30,725,426,110,9,1050,75
13,12,2025-12-31,251,331,142,7,447,174
13,13,2025-10-31,434,148,124,9,467,104
13,13,2025-11-30,212,472,532,40,192,88
13,13,2025-12-31,651,446,157,14,954,159
13,14,2025-10-31,289,260,217,14,346,102
13,14,2025-11-30,151,309,18,0,442,72
13,14,2025-12-31,21,339,51,8,317,44
13,15,2025-10-31,168,389,537,34,54,133
13,15,2025-11-30,734,373,718,57,446,77
13,15,2025-12-31,26,170,196,21,21,53
14,1,2025-10-31,105,369,195,17,296,93
14,1,2025-11-30,432,100,296,23,259,78
14,1,2025-12-31,263,476,198,17,558,145
14,2,2025-10-31,152,305,126,6,337,52
14,2,2025-11-30,36,113,114,9,44,70
14,2,2025-12-31,52,41,93,8,8,124
14,3,2025-10-31,747,155,135,10,777,116
14,3,2025-11-30,107,317,424,35,35,82
14,3,2025-12-31,407,475,219,14,677,69
14,4,2025-10-31,283,117,119,9,290,147
14,4,2025-11-30,359,397,39,10,727,76
14,4,2025-12-31,622,178,187,14,627,141
14,5,2025-10-31,104,61,165,11,11,114
14,5,2025-11-30,398,53,154,14,311,56
14,5,2025-12-31,618,7,248,15,392,31
14,6,2025-10-31,27,152,41,2,140,47
14,6,2025-11-30,730,173,120,7,790,130
