ProductID,ProductName,CategoryID,SellerID,CostPrice,ListPrice,ProductStatus
421,Beyond Top 7351,11,232,8946.07,13789.5,Active
422,Blue More 1825,1,441,9909.45,20659.3,Active
423,Would Through 4384,19,413,2509.16,3599.36,Active
424,Local Total 336,18,209,2497.15,3155.99,Active
425,As Program 522,19,229,1229.16,1420.7,Active
426,Very Realize 8372,1,283,3667.45,5784.28,Active
427,Each Wish 9297,23,168,2116.07,3776.71,Active
428,Society Couple 3451,10,431,2988.04,4130.23,Active
429,Condition Great 7148,20,1,470.55,566.06,Inactive
430,Nice Prepare 9079,1,455,2143.71,2530.32,Active
431,Mrs Yet 548,15,150,8575.78,16416.8,Active
432,Throughout Process 5147,20,324,3376.73,5252.4,Active
433,Nice Capital 4023,18,242,330.27,599.99,Active
434,Save Fish 2764,6,194,5143.17,7635.34,Inactive
435,Late Involve 3850,4,133,8132.25,10657.46,Active
436,Consider Debate 941,15,477,880.98,1092.13,Inactive
437,Usually Oil 5675,25,443,3584.11,4125.65,Active
438,Imagine Prevent 4616,2,450,2342.48,3809.87,Inactive
439,Reality Alone 2247,25,397,4394.73,5541.74,Active
440,Recently Learn 9865,1,173,5213.45,11207.04,Inactive
441,Meeting Magazine 9402,9,99,2606.13,4019.56,Inactive
442,Increase Range 7291,24,276,3151.01,6554.87,Active
443,Draw Environmental 8088,13,388,12602.23,15557.78,Active
444,Try Example 4908,23,144,75816.34,96424.78,Active
445,Huge Eight 7144,12,328,5665.58,9468.52,Active
446,Between Read 902,7,181,3797.67,7588.91,Active
447,Officer Inside 3435,20,329,1922.53,3713.86,Active
448,Live Which 4808,24,313,2873.75,3990.82,Active
449,That Film 9059,11,64,3220.59,5037.38,Active
450,Officer Good 1814,3,219,3442.11,6116.78,Active
451,Determine Condition 5592,2,468,536.61,787.48,Active
452,Government Serious 4954,5,132,1893.18,2497.67,Active
453,Coach Side 269,1,385,2517.63,4070.58,Active
454,Call Me 1723,12,266,2308.39,3788.8,Inactive
455,Similar Perhaps 3309,18,401,4115.81,5685.6,Active
456,Hand Ready 403,16,134,12865.26,19793.48,Active
457,Pull Pretty 8554,20,54,4911.43,6503.48,Inactive
458,Western Budget 9491,9,345,4461.75,7543.99,Active
459,Without Dog 8397,10,71,5673.37,11391.68,Active
460,Appear Letter 7349,12,390,9477.12,13193.82,Active
461,Serious World 7134,21,103,30775.61,64948.14,Active
462,Along Room 9012,3,244,3904.89,4980.24,Inactive
463,Feel Determine 4410,1,169,3824.52,8263.34,Active
464,Affect Coach 2625,24,202,4125.04,8901.62,Active
465,Ahead Question 3199,12,248,4217.35,7326.81,Active
466,Citizen Machine 5256,4,336,1763.98,3285.75,Active
467,Process Bar 2586,19,86,3356.88,6618.16,Active
468,Bar Hard 4295,2,197,1749.13,2372.95,Active
469,Whether Great 2154,8,25,6962.03,10432.07,Active
470,Yard Reason 3059,4,497,39434.92,58922.37,Active
471,Moment Certainly 6731,16,445,4041.89,5933.74,Inactive
472,Gas Card 5259,6,414,6244.49,9124.5,Active
473,Challenge Lose 4840,17,484,8398.43,15539.0,Active
474,Organization Garden 9790,3,256,1357.16,2104.59,Active
475,Response Magazine 7659,5,78,5881.92,8584.86,Inactive
476,Trip Number 3887,8,246,4396.85,8421.77,Active
477,Knowledge Stage 2291,20,259,939.62,1876.43,Inactive
478,May Allow 2898,2,258,2710.92,3510.94,Active
479,Off Cultural 1067,2,93,380.51,628.19,Active
480,Several Next 431,6,256,771.33,1132.93,Active
481,Four Fight 1940,22,291,1099.98,1936.84,Active
482,Poor Four 419,6,50,948.98,1522.74,Inactive
483,Stay Information 7868,17,158,9413.83,16576.56,Active
484,Friend Where 5049,1,203,1159.28,2286.7,Inactive
485,Point Up 5600,22,473,3765.36,5949.33,Active
486,Early Stop 6150,3,128,2741.31,4586.5,Active
487,Executive Imagine 3885,8,389,2691.29,3962.68,Active
488,College Style 8237,18,206,2061.07,2563.79,Active
